filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,label
McArdle Rd 61.m4a,0.45210811,0.0745695,1592.3187762023517,1973.2250565779295,3383.8700143914475,0.05222773731203008,-361.0801,76.300156,0.47749224,21.418137,1.4340771,3.0737247,-3.0760374,4.1289845,-9.314968,2.6636627,-7.694977,-1.8636348,-3.198507,-5.713271,2.4104342,-4.3654003,-3.999519,0.48495322,-4.29674,-1.7266845,UnAuthorised
McArdle Rd 57.m4a,0.4058252,0.07513796,1795.1206873595986,2080.973252639574,3884.3586147231545,0.06761548343120806,-348.32156,83.16338,4.0720434,21.436573,3.7021246,11.375188,-13.92316,-3.5435836,-9.591122,1.2208177,-11.628793,-4.5666404,-5.013964,-12.308913,2.820814,-5.968846,-7.318075,-4.039438,-4.8329744,-1.3134443,UnAuthorised
McArdle Rd 74.m4a,0.43513733,0.08569853,1445.2193375342388,1787.7867461554154,2799.152030653626,0.055954794847328244,-330.686,96.52217,2.2071757,22.293285,5.5649776,0.66547143,6.0990176,6.6091094,-16.931898,3.170796,-5.1058607,0.075741135,-2.7776384,-9.458089,3.4075477,1.8880188,-4.522558,1.7206091,-8.413709,-2.7179224,UnAuthorised
McArdle Rd 98.m4a,0.48171043,0.06428218,1584.8538652639756,1965.0038486376818,3344.915654856688,0.05931217655254777,-358.31525,83.9755,10.0506735,26.264456,13.893767,13.859647,-4.826755,2.334838,-14.169337,5.8701434,-7.6163354,-3.7631936,-5.0513077,-4.71427,6.988471,-1.479428,-0.022944165,-0.4791455,-4.983046,-2.9918306,UnAuthorised
McArdle Rd 46.m4a,0.36472833,0.0961387,1560.7024071532428,1847.3414362762562,3255.9129284274195,0.057953209005376344,-314.27774,99.49899,-9.374184,21.200047,-0.12930086,13.826325,-13.4055,-7.8835263,-13.735014,-0.67688715,-14.188023,-10.073314,1.1997129,-10.38354,5.437391,-8.241341,-7.852902,-1.0163825,-11.734883,-1.4834347,UnAuthorised
McArdle Rd 49.m4a,0.36392254,0.09772107,1828.0258751064239,2012.1112916464365,3769.420505798969,0.07321198453608248,-294.72552,84.09851,-11.839802,23.748367,-2.706089,9.7763605,-13.76386,0.15667206,-19.720722,1.2595937,-15.238816,-2.5187054,-0.81610125,-10.888487,6.2998815,-10.098019,-7.53807,-2.0593898,-11.590686,-2.8837004,UnAuthorised
McArdle Rd 59.m4a,0.3893857,0.10172375,1841.4836309796926,2018.9567473019315,3659.5112047697367,0.07309655975877193,-297.1537,78.03888,-4.705253,20.321136,3.2338767,9.075551,-13.5009575,-2.1690807,-16.301748,5.440709,-16.082226,-4.3339777,-1.4644694,-10.802915,3.8350039,-3.8288918,-9.560982,-3.334704,-5.082251,-4.665907,UnAuthorised
McArdle Rd 70.m4a,0.41703886,0.0775626,1567.980835127303,1798.4552840472472,3008.279461927817,0.07059790382922536,-328.57428,91.03965,-5.036836,19.444315,7.5191875,0.22718902,3.7674747,1.99235,-18.815483,4.178434,-2.8104212,-5.3670573,-2.6761463,-6.082012,1.4624901,5.3779964,-7.732195,-4.6040983,-3.6672854,-0.63936335,UnAuthorised
McArdle Rd 63.m4a,0.40637967,0.10248384,1471.521256932009,1772.6449543698866,2850.3407353940215,0.051494565217391305,-303.60547,105.0674,-3.4309552,22.46172,-0.67344534,2.0050926,-4.8103013,5.6015234,-14.657164,2.0811694,-7.715656,-0.8777054,-2.2241905,-7.684267,3.7622626,-2.0587764,-7.7666574,0.31299627,-5.4999766,-4.2267275,UnAuthorised
McArdle Rd 42.m4a,0.34582993,0.066365,1918.9816329073292,1967.2626935187104,3971.1061242508563,0.0818941299229452,-339.2186,93.39988,-18.54248,21.76985,1.1320729,-4.6387987,-7.767885,-6.7217784,-17.52591,0.74303603,-10.565509,-2.9312167,1.9973065,-9.620532,5.7999663,-2.7752366,-6.9170465,-2.766931,-9.766306,-1.5229257,UnAuthorised
McArdle Rd 85.m4a,0.45060775,0.0768134,1727.0327628832115,2138.681037953183,3681.9151343368903,0.05134892657520325,-337.24878,90.326515,18.834991,22.451374,4.1159863,7.1245017,0.6470431,-1.100638,-14.479003,4.567533,-10.35456,-0.64695436,-6.1593213,-5.3624487,2.9771492,0.21594541,-7.03455,5.4472556,-6.429637,-4.762427,UnAuthorised
McArdle Rd 55.m4a,0.38037863,0.08662995,2068.5856841579957,2128.930601858167,4313.760474420363,0.09471081149193548,-305.79968,83.130974,-8.653562,27.702505,0.9659557,12.127228,-23.988066,-2.5110605,-12.761919,-0.17728199,-17.986074,0.081803165,-2.40548,-17.55672,-0.7978919,-5.180192,-10.945473,-2.2159965,-3.7712255,-2.1871924,UnAuthorised
McArdle Rd 89.m4a,0.43575868,0.07565651,1998.646431298778,2166.884883172598,4241.122933321221,0.08289047359496124,-326.80362,85.33983,-3.583541,25.610909,14.745559,10.641385,-9.729442,3.5412884,-15.040831,3.4936702,-9.162166,-2.9648879,-4.1224213,-6.7607613,1.4660476,1.1035755,-1.0856532,2.2268906,-6.463507,-2.237323,UnAuthorised
McArdle Rd 73.m4a,0.41046286,0.06904652,1800.727881043805,2095.6716077638202,3838.9362392140856,0.0710594974347015,-346.85257,88.93899,1.2579646,16.599125,8.950791,12.396609,-8.473213,1.8548313,-15.446041,5.2318463,-15.381003,-6.1233535,-5.821985,-5.517789,2.62383,-2.6410048,0.9225712,-4.567132,-5.9929156,-4.731417,UnAuthorised
McArdle Rd 65.m4a,0.3957526,0.10814388,1541.4760009396807,1813.1467771012803,2969.291264960106,0.05676529255319149,-300.20557,94.13356,-13.221741,18.725962,0.7901593,-2.494569,-3.2152243,7.656438,-22.21901,5.038507,-5.2550144,1.2473308,-3.015986,-9.397133,4.727365,-1.2132257,-5.883163,-2.075509,-5.629152,-3.1399636,UnAuthorised
McArdle Rd 67.m4a,0.40795755,0.08716979,1539.6585347773669,1871.9445460652937,2935.5240731869103,0.05793503095518868,-352.98224,73.005424,-7.5791464,11.89103,-1.8679796,-3.4410002,-4.1357017,5.257649,-15.086531,2.30687,-5.0402584,-2.5110233,-3.2287338,-9.3587,2.7852032,-0.9793818,-9.064741,-1.1922711,-7.3912196,-2.3273113,UnAuthorised
McArdle Rd 68.m4a,0.4039768,0.08432099,1383.06683392669,1778.828115031821,2625.0088395743533,0.051202182112068964,-352.10413,90.78511,-0.18618943,18.628752,9.094532,-1.4424696,1.3701378,5.218654,-18.30044,1.2978797,-6.8545985,-4.342889,-2.332378,-11.297232,2.2816975,-0.28668347,-7.8276777,-1.2526494,-6.426984,-1.9990246,UnAuthorised
McArdle Rd 62.m4a,0.4275269,0.09920202,1477.429288537072,1850.2284092983314,3071.044921875,0.050122457837301584,-337.39603,84.18664,4.668746,27.331778,2.2943656,4.3823867,-0.89991,6.286149,-10.0501585,1.21343,-5.0166035,-1.0928075,-2.3086398,-7.2193694,2.995705,-1.1884753,-5.6335654,0.71508205,-4.2053895,-1.262185,UnAuthorised
McArdle Rd 64.m4a,0.41786644,0.0980441,1695.3716098904997,1935.1762097071285,3284.519483222336,0.06783507300204918,-319.28717,93.928635,-2.4840808,14.982786,2.8177097,1.5754898,-5.460055,5.5608525,-13.151038,-2.4538374,-5.77089,0.55516434,-6.330714,-7.191753,3.3085308,-1.3490279,-7.4733253,0.19701648,-4.952215,-3.3042073,UnAuthorised
McArdle Rd 96.m4a,0.45432994,0.07425664,1572.5870411687154,1901.869237414585,3276.934814453125,0.06093004014756945,-341.16302,84.35084,8.00892,23.946579,16.953333,15.031172,-5.02087,4.120251,-13.929912,7.740626,-6.7580237,-5.3460846,-4.000488,-6.2815704,5.9098625,-1.3740007,-2.4416878,2.4738364,-4.8719444,-1.9205899,UnAuthorised
McArdle Rd 58.m4a,0.3950741,0.10109978,1837.2561518446084,2052.7966713404826,3850.660499366554,0.07271871480855856,-319.81985,78.815674,-9.919579,23.005093,2.3727539,9.417541,-19.720715,0.43338475,-13.232781,5.8786182,-12.479314,-4.159231,2.1758664,-15.858164,0.07250631,-0.23283102,-9.373387,-1.6711804,-5.2020187,-5.9898586,UnAuthorised
McArdle Rd 71.m4a,0.39716497,0.08085972,1864.3505565251264,1934.1524112276763,3595.718661221591,0.09285481770833333,-336.34174,69.57038,-14.87537,11.442147,1.1126684,-3.4460955,0.20534897,0.71958786,-20.465601,3.672267,-4.6230526,-3.7198522,-4.401633,-8.031953,0.9298455,-0.0768984,-6.2479377,-4.4789753,-6.004607,-3.1805212,UnAuthorised
McArdle Rd 51.m4a,0.42632216,0.07460358,1714.0331144309766,2092.509645641176,3741.285654362416,0.06338480494966443,-343.31216,89.66356,8.164853,17.365496,9.070141,14.001583,-5.9540925,0.16744678,-12.552371,2.6761363,-11.983686,-4.76112,0.007161185,-6.5173254,4.002489,-6.7289414,-7.606119,-3.9570336,-7.7282295,-1.5736189,UnAuthorised
McArdle Rd 83.m4a,0.44119683,0.089037485,1709.3856268094407,1900.4900840333703,3380.712890625,0.06986705043859649,-298.64197,106.13272,-11.044743,25.572014,3.4494,-0.19029059,6.1050725,4.4868207,-16.868975,5.087059,-7.777485,1.232269,-2.2190828,-5.333429,4.1651483,2.3125684,-3.1137867,-0.25562274,-7.01651,-2.2586994,UnAuthorised
McArdle Rd 60.m4a,0.36943254,0.08628653,1774.9826832538433,2063.952856555041,3697.85390625,0.0652265625,-328.47192,74.12751,-3.8393147,15.03147,3.9154162,7.7306604,-16.218122,-2.4837868,-12.716261,3.2331016,-16.050684,-5.538745,-3.457996,-13.074936,-0.2912088,-3.9134045,-10.911071,-0.695675,-7.2477007,-2.5950866,UnAuthorised
McArdle Rd 78.m4a,0.41586033,0.0850146,1616.0263133218916,1773.1941756809208,3076.6461181640625,0.0673583984375,-328.4444,95.38426,-13.551019,23.199291,-0.5768417,-3.4718044,6.5391784,0.94291395,-19.270483,1.7997754,-10.088004,-2.2500947,-3.869247,-8.527195,2.3520741,0.5945356,-5.908974,-0.51992494,-7.450759,-3.537112,UnAuthorised
McArdle Rd 56.m4a,0.41476017,0.0885606,2204.7447737558628,2266.993108486903,4747.448427815083,0.10119931559917356,-292.6747,85.56377,-9.774703,25.069208,0.02220406,12.499663,-19.838795,-3.3871648,-13.274856,5.9084125,-13.423095,-1.7187788,2.757984,-16.394457,0.59895647,-2.0525799,-8.711921,-0.1650108,-5.7742453,-1.4844637,UnAuthorised
McArdle Rd 40.m4a,0.37894928,0.09236934,1591.6840011309014,1904.7520178332702,3017.5931490384614,0.07174813034188034,-317.26685,95.206894,-4.7757015,11.719212,8.738009,8.7282095,-14.686746,-10.839079,-12.071853,4.4622927,-12.813577,-2.7704747,-7.194329,-10.124735,2.5019615,-5.888843,-9.254132,-1.1910169,-7.9275017,-1.8171092,UnAuthorised
McArdle Rd 29.m4a,0.40253407,0.10690337,1491.9901503954343,1768.7055619987227,2909.7737630208335,0.061943901909722224,-305.06873,111.179596,4.590443,22.75134,-5.256764,-6.4876547,-11.835321,-3.193101,-12.045344,5.0916114,-17.263227,-0.52395076,1.8320152,-15.511952,3.393073,-3.4684672,-6.456498,1.5430623,-6.457875,-0.30413318,UnAuthorised
McArdle Rd 34.m4a,0.41562542,0.10553764,1399.7700483612025,1792.3809996780385,2595.9120806525734,0.0537875306372549,-335.26486,90.543724,12.125761,22.602116,-9.593864,0.23783176,-11.512198,1.2917074,-4.739694,-0.19250391,-18.738827,1.9236473,3.5023947,-16.365358,6.0612183,-6.251393,-5.5282693,-5.417516,-2.7234876,-0.88504314,UnAuthorised
McArdle Rd 24.m4a,0.46993238,0.09309452,1952.1119584058615,2057.9444141333515,4090.256219161184,0.07816905545112782,-291.98007,94.16803,-1.4192517,27.47663,-10.656377,-2.1588635,-6.791738,0.9140075,-11.642597,6.162044,-18.54755,-2.0180242,2.3847153,-8.283291,0.24878888,-5.855547,-1.9086345,-5.651919,-3.5512383,-0.39288995,UnAuthorised
McArdle Rd 41.m4a,0.44429263,0.07369096,1781.8030111137216,2075.167450618624,3807.1564453125,0.06145703125,-327.8925,101.52561,-0.14536414,15.020322,9.626437,15.655959,-9.4023075,-6.8309946,-8.160333,3.7719512,-14.250091,-3.2499802,-1.7600726,-6.7369204,-0.71257377,-1.6553432,-4.8130746,-3.282733,-4.4336863,-0.6670712,UnAuthorised
McArdle Rd 36.m4a,0.44784045,0.08422303,1968.0191461253073,2134.7083598375834,4166.426344651442,0.07099609375,-290.85468,95.83939,-7.4586205,22.358738,-2.4426708,13.473062,-4.7256727,-9.928805,-10.65121,8.369874,-9.974989,-4.483261,-6.1704645,-1.9180499,-2.6870463,-5.015763,-7.3628054,0.18584765,-8.875211,-3.68422,UnAuthorised
McArdle Rd 39.m4a,0.39538914,0.094925866,1303.608105925142,1721.2015865992973,2340.3401692708335,0.05336281105324074,-324.2558,104.79122,3.939784,14.611324,4.9233303,9.47516,-10.75038,-6.8252354,-10.655522,3.022935,-10.129962,-2.4524357,-4.202843,-11.371466,3.3570278,-4.22154,-9.617187,-0.16346204,-5.4123383,-2.9297771,UnAuthorised
McArdle Rd 52.m4a,0.33355716,0.086719096,1731.8217784951269,1990.0163190862306,3493.434527853261,0.0658203125,-315.1496,99.77065,-4.3724833,26.448524,13.601884,5.6295085,-15.916543,-1.1835915,-17.93795,2.8956368,-16.371037,-4.8476424,-2.395212,-6.42002,1.5599681,-10.47327,-7.7806897,-0.89770705,-12.013827,-3.1151712,UnAuthorised
McArdle Rd 47.m4a,0.39872545,0.090025626,1787.2271377181037,1996.6894750843257,3864.4737830528848,0.07224058493589744,-304.21918,93.594864,-8.366085,29.89647,-1.1710262,17.023623,-11.51,-6.4459157,-10.262041,-3.180237,-12.248384,-8.217552,1.8576816,-6.555543,5.392904,-7.2222447,-5.8107066,-1.557946,-7.607824,-2.3391755,UnAuthorised
McArdle Rd 48.m4a,0.36071384,0.09334488,1679.3935728706902,1821.1394266634957,3381.9853071732955,0.07125355113636364,-302.3536,99.24683,-14.491652,27.980206,-4.9502244,15.062283,-16.497644,-7.222499,-12.040289,-1.3731266,-12.431431,-7.577291,4.929516,-9.117667,3.664586,-8.423237,-6.3410707,-2.3631568,-9.987975,0.7321878,UnAuthorised
McArdle Rd 15.m4a,0.4961015,0.07895616,2113.615486431364,2268.902057449697,4598.1463623046875,0.0889190673828125,-332.7408,89.04989,6.9632173,29.31397,2.1139374,3.4944558,-7.1469774,5.6280093,-7.319316,1.4370345,-9.107897,-1.7863646,-4.8424215,-5.8167734,2.9418774,-2.8220518,-5.217843,-1.9470123,-3.422036,-0.3157748,UnAuthorised
McArdle Rd 33.m4a,0.41634488,0.05191998,1604.2102979113627,2113.209540017983,3722.285379890267,0.056756172471374045,-394.01715,108.76631,24.802792,32.294,4.9544106,-1.5162641,-8.158184,8.608092,-11.033855,4.8094583,-14.91828,-11.320481,-3.2126157,-7.2903337,-0.44657382,-5.514762,-3.4056854,2.1856215,-5.8436728,-7.5889473,UnAuthorised
McArdle Rd 44.m4a,0.39304867,0.08436974,1581.523090801787,1991.9724532336782,3319.4724609375,0.0586328125,-334.55756,97.074844,10.178451,20.426435,12.196453,12.876911,-13.870521,-0.49381238,-9.348762,-0.7002865,-15.435538,-2.904825,-1.9453362,-7.2716713,0.14469086,-5.092709,-8.286846,-2.1061344,-4.4158926,-5.4028773,UnAuthorised
McArdle Rd 35.m4a,0.3931927,0.103516266,1435.442652076162,1781.382433101094,2804.0537109375,0.0612421875,-324.14014,105.02273,11.699423,22.434946,-8.28541,-7.254611,-9.890692,-1.6181822,-6.864501,1.413281,-21.410263,0.6181141,6.4603696,-11.734561,1.7505373,-3.3943076,-8.032994,-1.9079144,-9.922408,-0.26360372,UnAuthorised
McArdle Rd 21.m4a,0.4568321,0.07682546,1452.8141517139295,1907.7061936644434,3094.9010291466348,0.05317758413461538,-356.8635,106.84769,16.071985,23.00775,-1.8656328,5.196794,-10.228742,-4.964104,3.3958638,3.4329467,-12.682371,-1.2862612,-0.95302165,-11.194301,0.7235207,1.3917543,-1.9986523,-8.154115,-0.9280995,5.5837145,UnAuthorised
McArdle Rd 38.m4a,0.36803147,0.077984646,1539.2502951227054,1887.149074311721,2992.5435564159293,0.06265555862831858,-333.71976,100.044334,-0.5358214,16.732546,9.612962,4.813223,-14.724285,-9.006581,-11.706293,1.1032162,-14.380356,-1.3037728,-5.5535603,-10.293121,0.32278898,-4.529056,-9.7336445,-3.0428095,-4.749618,-3.565959,UnAuthorised
McArdle Rd 32.m4a,0.38954583,0.10927744,1416.9632126553595,1928.3570771497011,2971.3931435032896,0.046219675164473686,-330.3973,99.07036,27.105314,26.111887,-7.350239,1.6836559,-17.422083,3.5322874,-8.197258,1.7948372,-17.003956,1.9919204,-4.372046,-17.319696,6.043292,-3.8097887,-7.862519,-2.6441915,-1.0074599,-5.192833,UnAuthorised
McArdle Rd 37.m4a,0.44130364,0.07148444,1477.7212074781585,1905.0037662334307,2979.9479716532937,0.05458192567567568,-359.44547,99.62529,9.895248,18.68573,11.304495,9.62961,-7.312222,-3.0750115,-6.6783495,1.9258114,-8.886575,-4.046448,-4.74549,-7.6526012,-0.30880767,-1.5041902,-7.782888,-1.4407992,-5.7927237,-2.6908352,UnAuthorised
McArdle Rd 13.m4a,0.44704396,0.08439532,1590.7868950826553,1986.8014215172568,3369.5825525232262,0.05921729835304054,-333.25595,101.721375,13.711148,27.446365,-8.406748,4.8900375,-3.76979,-4.36431,-6.2394166,6.611741,-17.530554,0.20675984,-4.2360005,-9.89697,3.5226536,-9.660172,-1.752759,-6.0954037,-2.647145,1.028483,UnAuthorised
McArdle Rd 100.m4a,0.44610316,0.074099876,1583.2653920819998,1903.1435996394127,3204.4627752829724,0.06031619094488189,-333.60672,89.077644,5.2617702,28.304302,13.815579,15.991545,-4.4237914,3.363156,-15.691132,9.251153,-6.6959524,-4.3350425,-5.0421543,-5.280204,6.7169085,-2.551076,0.4756001,0.609137,-4.563644,-1.2437439,UnAuthorised
McArdle Rd 43.m4a,0.31817752,0.09210661,1557.5123473395674,1683.171558709203,2931.6822725183824,0.07461128982843138,-294.44128,115.59799,-15.980933,11.737779,-10.305378,-2.27089,-9.557732,-10.211854,-15.909233,3.8545249,-17.835785,4.947793,1.7690707,-14.367685,4.9272294,-9.052329,-14.045123,-5.6017313,-0.3145411,-5.746652,UnAuthorised
McArdle Rd 81.m4a,0.41405246,0.08825116,1518.128537895961,1838.0248174170572,2993.9977426997953,0.05717293160860656,-338.08932,82.95836,-3.9564824,22.169506,0.3580358,0.76450354,4.2931905,2.4480655,-16.950834,3.4470365,-7.4734645,-0.9727184,-1.7557749,-8.029654,3.2876556,0.3919338,-4.910756,0.7038898,-7.807924,-4.281232,UnAuthorised
McArdle Rd 45.m4a,0.3600667,0.09244195,1874.2218877219486,1963.6899189221178,3755.4189581620067,0.0760755037006579,-282.58313,97.97356,-20.369265,28.12749,-2.4999425,19.777763,-20.250605,-1.8030944,-18.478912,2.5757563,-16.437004,-10.306474,2.2947557,-9.184691,2.952697,-11.489806,-7.0192366,-3.8923664,-12.419014,-3.2088714,UnAuthorised
McArdle Rd 54.m4a,0.37211657,0.10697937,1913.5434850803385,2116.928146105292,4049.254432091346,0.07499916533119658,-297.32162,87.03477,-2.6805634,24.94129,0.21262173,6.0243196,-19.418936,-1.0629604,-18.251482,6.6297984,-19.610956,-4.7959847,-1.9440556,-16.667316,-0.5649268,-2.222253,-10.920632,0.8735877,-4.724494,-3.4159718,UnAuthorised
McArdle Rd 22.m4a,0.460653,0.068718664,1558.3655371068292,2021.3780087047708,3459.4752778942952,0.05615562080536913,-363.91724,94.0614,20.147188,31.41557,3.8387618,-1.6809332,-4.4797406,4.4991975,-5.5196023,3.9632123,-9.706616,-8.045349,-3.5170038,-8.339412,4.317391,-3.7184718,-5.347172,0.84962916,-6.100077,-1.0557708,UnAuthorised
McArdle Rd 25.m4a,0.42521146,0.08977451,1968.1613171841866,2283.1642372033775,4441.688368055556,0.08080451871141975,-313.76968,89.78525,17.03157,25.60996,-8.165272,-0.098595135,-5.124624,5.317783,-19.198166,5.037842,-15.600848,-3.5659022,-2.394449,-10.047898,2.3219938,-5.449709,-2.7880375,-3.8837163,-5.353281,-4.816955,UnAuthorised
McArdle Rd 31.m4a,0.41084984,0.08874654,1384.1920865746329,1871.179831015464,2962.9509539643595,0.04834791451446281,-344.30472,99.0179,20.700294,21.727053,-8.441943,1.5533005,-9.534016,-5.6544766,-7.6351337,0.5262482,-14.280769,4.463004,-7.506876,-16.12352,5.5775127,-3.0136397,-5.429604,-3.5564895,-2.3681633,-3.7820096,UnAuthorised
McArdle Rd 8.m4a,0.42818487,0.08033578,1693.3222378173846,2057.3398827488063,3667.9532461792883,0.06080348996350365,-354.22275,73.65767,3.5250735,23.35785,-3.3042839,2.4589424,-11.595952,0.40781596,-6.6728997,2.8450708,-14.6051235,1.9168075,-4.1068606,-9.057458,-0.40802872,-6.929446,-3.2519891,-4.513119,0.7931866,-5.361648,UnAuthorised
McArdle Rd 11.m4a,0.46263334,0.074599154,1337.0068216295526,1861.8853523533649,2823.3410543646696,0.042323088842975205,-360.62796,114.45351,25.171658,31.967556,-1.6446614,10.779434,-5.454796,-1.9713382,-5.404604,6.673891,-16.858393,1.3446534,-4.3767457,-11.608218,3.6106668,-5.1918755,-0.42557502,-5.694451,-2.6110473,-1.2361193,UnAuthorised
McArdle Rd 20.m4a,0.48972163,0.04335362,1356.5320821210007,1894.1586332905824,2843.1102855785475,0.04625475084459459,-401.7811,120.22379,18.068659,28.238056,6.125061,0.6198164,-5.076603,-1.9122614,-3.7295837,10.65113,-11.306004,-4.854313,-6.979159,-9.021755,1.8092072,-0.27652308,-2.926044,-0.9868463,-1.2023324,1.1632272,UnAuthorised
McArdle Rd 28.m4a,0.46334746,0.08566044,1651.6299237210917,2023.6073908413687,3473.2077858664775,0.06377143364448051,-343.60455,91.35425,8.3340435,30.944063,3.416955,-3.8758287,-7.7599425,2.6626346,-5.677747,1.9723741,-9.478645,-3.517258,-4.0773044,-7.5189795,4.7327785,-2.680825,-6.0836344,-2.1498263,-5.271681,-0.36488202,UnAuthorised
McArdle Rd 6.m4a,0.39081717,0.09269522,2001.5029559839008,2052.6890900257467,3952.2744985727163,0.09390024038461539,-331.8421,75.421875,3.0754607,14.907042,-13.347292,-0.27867174,-14.110399,-6.8232913,-0.36803,3.849681,-16.271162,0.5171617,-6.4659863,-6.6981497,-7.2395124,0.9475124,-4.3870115,-7.749786,-6.2074056,3.0592527,UnAuthorised
McArdle Rd 7.m4a,0.38077563,0.09239615,1924.396447370431,2054.7125683540953,4069.045451536017,0.07805879237288135,-297.3409,86.99027,-7.6528172,21.98952,-10.925196,-0.3336934,-15.522745,-6.3255296,-5.3570814,-2.1332407,-15.6343,3.0766912,-4.649911,-8.296965,0.3413514,-7.9921412,-6.356568,-8.109398,0.22902943,-3.4573483,UnAuthorised
McArdle Rd 5.m4a,0.4645322,0.0831441,1773.931909595401,2033.2307792527547,3712.670007413321,0.06344448562956205,-353.08954,84.41339,8.102505,24.087568,-5.860079,1.785054,-2.8009336,-8.3160515,-0.6535275,6.013983,-16.839584,4.6766706,-7.0466466,-7.601704,-5.451571,-1.4297626,-0.45270473,-9.881316,2.1959202,0.44549835,UnAuthorised
McArdle Rd 2.m4a,0.3807693,0.08929426,1559.8625581885283,1837.6501702346204,3190.9630408653848,0.061769664797008544,-323.49823,97.08548,9.728975,25.227251,-10.860122,-4.540321,-8.807902,-11.873154,-4.286044,6.267857,-16.878016,3.5351694,-5.342598,-7.9792624,-2.2860265,-2.4051642,-2.8166835,-6.593769,-0.60648084,0.66044945,UnAuthorised
McArdle Rd 50.m4a,0.32921588,0.08180681,1999.5082518311247,2226.214724273778,4388.511657714844,0.07330830891927083,-309.25583,93.48728,-5.857122,19.900906,0.7206096,10.949654,-16.575758,3.1224954,-19.921938,0.08738931,-19.051996,-6.2676086,0.45555925,-10.166583,2.7571986,-6.532081,-10.390913,-2.612699,-10.844783,-4.547567,UnAuthorised
McArdle Rd 18.m4a,0.4610279,0.059255853,1800.2500868698517,1880.614303421955,3540.1219267003676,0.08532858455882353,-319.3175,103.19486,-14.867903,30.85103,5.6798697,-2.6354718,-4.1224146,-5.171235,-4.0140023,4.0924463,-14.194494,2.1489785,-6.6164603,-2.9121237,0.29618222,-1.2644442,-4.8311267,-5.383835,-2.076135,-2.4220462,UnAuthorised
McArdle Rd 30.m4a,0.3454326,0.09446887,1320.8999492832522,1808.51481205574,2689.532370645492,0.04453765368852459,-317.51923,105.50623,16.063534,24.751928,-5.204783,4.403914,-13.315574,-6.3870387,-7.127999,-0.31042126,-14.811669,9.245469,-4.5777597,-16.39701,5.742374,-3.3592968,-5.3987317,-7.5191054,-0.70165586,-4.2104764,UnAuthorised
McArdle Rd 10.m4a,0.44466767,0.08124468,1899.465244930902,2098.2387173691486,4023.389956825658,0.07445371240601503,-353.1185,64.29988,-1.9400084,24.085966,-8.8714075,-2.2959487,-4.4422936,-7.134186,-0.8687155,-0.5271176,-13.314481,2.1824272,-1.8856794,-9.394585,-2.6359477,-2.9695907,-4.5778284,-4.4118576,-3.0557444,-0.7732554,UnAuthorised
McArdle Rd 23.m4a,0.4302673,0.09772422,1762.685395437306,2112.30561864725,3828.5872025923295,0.06879956794507576,-326.32486,92.64499,17.45061,31.560173,-2.2219276,1.9562452,-7.9307194,8.101832,-5.513424,5.1165943,-12.825139,-5.121575,-1.686346,-2.6374876,0.93275505,-5.5468287,-4.143183,1.1768123,-4.8397274,-0.07262007,UnAuthorised
McArdle Rd 17.m4a,0.47537014,0.07779203,1769.4047832833598,2062.1342510678005,3755.2316550440437,0.06901806312919463,-345.95554,91.33865,15.838287,24.649446,-7.38315,6.984093,-3.7375574,2.6981184,-5.456217,1.9907486,-12.937949,-0.44946617,-2.9273703,-10.735706,1.962873,-2.1729584,-6.7191033,-4.3031387,-5.7057524,-1.2017934,UnAuthorised
McArdle Rd 12.m4a,0.47052327,0.0782137,1562.6506524156412,1880.632501361958,3285.2340698242188,0.06455485026041667,-341.87115,104.51978,12.431558,20.44917,-8.260609,3.7436278,-6.152893,-3.972846,-6.002055,3.736885,-14.415366,-1.779707,-1.5017498,-11.930239,3.8282886,-5.424389,-2.7274644,-6.003736,-3.3078566,0.414185,UnAuthorised
McArdle Rd 16.m4a,0.43964618,0.09084683,1629.7125989190552,1956.2671864357264,3348.0339802486797,0.07022309639084508,-312.26746,102.29914,12.479951,18.682648,-18.953283,-0.74953955,0.046535976,2.729039,-7.079327,-2.1857226,-15.311001,-0.049122125,-6.5496645,0.5284356,0.35923487,-10.031366,-4.7823734,-4.87175,-5.4514318,-4.60806,UnAuthorised
McArdle Rd 9.m4a,0.48748657,0.073516145,1680.5315117196951,2004.3100057307086,3529.9555940448113,0.06681775746855347,-352.0856,85.12793,10.783094,24.250113,-1.4049934,0.46475056,-6.2530484,-1.4794592,-3.114594,3.4769754,-11.989761,0.67630154,-5.384932,-7.5383162,0.56104106,-4.07044,-3.4585783,-2.9940915,-0.80616724,-3.1399605,UnAuthorised
McArdle Rd 14.m4a,0.40722585,0.095043786,1517.3493694300394,1945.416966945569,3187.6318359375,0.04849446614583333,-326.16153,98.11511,20.440702,20.924278,-7.1746874,3.3379338,-10.682598,-4.5386243,-6.230886,2.0092506,-16.757078,-0.88562393,-5.31664,-9.579195,0.0153952595,-4.538095,-3.4070334,-7.609098,-1.8077946,2.0255723,UnAuthorised
